service_id,name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,area_id,borough_name,phone,website,email,hours,services,sources,legacy_center_id,serves_indigenous,serves_immigrant,gender_focus,age_groups
SVC_4fdc2de748,CENTRE D'ASSISTANCE ET D'ACCOMPAGNEMENT AUX PLAINTES - MONTRÉAL ISLAND,Shelter,Shelter; Medical; Legal; Seniors; Community & Advocacy,"4900 Jean-Talon Street West, Suite 210, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H4P 1W9",45.503182,-73.569806,1,approximate,,,514 861-5998,www.caapidm.ca,info@caapidm.ca,Monday to Friday 8h30 to 17h00,Advocacy of rights for users of the health and social services network.* Information and referral.* Support and consultation.* Assistance in formulating a complaint and accompaniment in the complaint process.* Information and assistance to tenants of private residences for seniors (RPA) to formulate a complaint and accompaniment in the complaint process.* Assistance to facilitate the amicable settlement of a dispute with a landlord of private residences for the elderly or of a dispute following an application to the Tribunal administratif du logement.,211,,0,0,All,65+
SVC_935f4bae15,CENTRE D'ENCADREMENT POUR JEUNES FEMMES IMMIGRANTES,Immigration & Newcomers,Food; Immigration & Newcomers; Youth & Family; Community & Advocacy,"831 Décarie Street, Suite 301, Saint-Laurent, Montréal, QC, H4L 3L8",45.521948,-73.692259,1,exact,,,514 744-2252,www.cejfi.org,contact@cejfi.org,"Monday to Friday 9h00 to 17h00, food assistance: Tuesday 13h30","Social, economic, cultural and civic integration of young immigrant women.* Information and referral.* Trainings: early childhood, multimedia, computer science, digital coding, business start-up, AI and business follow-up.* Guidance, accompaniment and follow-up.* Food assistance.* Christmas baskets.* Employability services.* Social and friendship networks.* Promotion and public awareness.",211; community_services,CTR_fa3e34fc,0,1,Female,Under 25; 25-44; 45-64
SVC_aa1a03d977,CENTRE D'ENTRAIDE AUX FAMILLES CEAF,Youth & Family,Food; Youth & Family,"8280 Gouin Boulevard East, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1E 1B9",45.660607,-73.525314,1,approximate,A012,Riviere-des-Prairies-Pointe-aux-Trembles,438 875-5523,,cpam006@hotmail.com,distribution: Friday 15h00 to 17h30,* Food assistance.* Christmas baskets.* Christmas dinner.,211,,0,0,All,Under 25
SVC_dcece1ce16,CENTRE D'ENTRAIDE ET DE RALLIEMENT FAMILIAL,Food,Food; Medical; Employment & Income; Youth & Family; Material Aid,"105 Ontario Street East, Suite 101, Ville-Marie, Montréal, QC, H2X 1G9",45.512617,-73.566553,1,exact,,,514 288-8314,www.cerf-montreal.org,cerfmontreal@gmail.com,"Tuesday to Thursday 9h30 to 16h30, Friday 9h00 to 12h00, food assistance: last Thursday of each month",* Monthly food assistance for family members.* Emergency food assistance only with a referral from the CIUSSS.* Youth cooking workshop.* Thrift store.* Popular education.* Tax clinic.,211,,0,0,All,Under 25; 25-44; 45-64
SVC_bd69a02c5d,CENTRE D'ENTRAIDE LE PIVOT,Medical,Medical; Community & Advocacy; Recreation & Culture,"3164 Langelier Boulevard, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 3A6",45.582223,-73.541064,1,exact,A005,Mercier-Hochelaga-Maisonneuve,514 251-1869,www.montrealpivot.org,coordination@montrealpivot.org,Tuesday to Thursday 9h00 to 12h00 and 13h00 to 16h00,* Listening and referral.* Coffee-meeting.* Recreational activities.* Living environment and support in the community.* Mutual support.* Support and training activities for the animation of mental health mutual support groups for volunteers.* Training.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_99ad431ee7,CENTRE D'ENTRAIDE LE RAMEAU D'OLIVIER,Food,Food; Medical; Seniors; Community & Advocacy; Recreation & Culture,"6547 de Marseille Street, Suite 124, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 1M1",45.581609,-73.539435,1,exact,A005,Mercier-Hochelaga-Maisonneuve,"1
514 254-6035",rameaudolivier.com,info@rameaudolivier.com,Monday to Friday 8h30 to 16h00,"Community centre and home care for seniors.* Friendly and safety phone calls.* Meals on wheels, community lunches.* Internet access.* Physical, social and leisure activities.* Accompaniment and transportation to medical appointments and shopping by volunteers.",211,,0,0,All,65+
SVC_e66a798889,CENTRE D'ENTRAIDE LE RAMEAU D'OLIVIER - ACCOMPANIMENT-TRANSPORTATION,Medical,Medical; Community & Advocacy,"6547 de Marseille Street, Suite 124, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 1M1",45.581609,-73.539435,1,exact,A005,Mercier-Hochelaga-Maisonneuve,"1
514 254-6035",rameaudolivier.com,info@rameaudolivier.com,Monday to Friday 8h30 to 16h00,* Accompaniment and transportation to medical appointments and shopping by volunteers.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_01c3e907c0,CENTRE D'ENTREPRISES ET D'INNOVATION DE MONTRÉAL,Other,Other,"33 Prince Street, Ville-Marie, Montréal, QC, H3C 2M7",45.442526,-73.750086,1,exact,,,514 866-0575,www.ceim.org/en,info@ceim.org,Tuesday to Thursday 8h30 to 16h30,* Assists start-up companies in new technologies or innovative products and services.* Office space rental.* Networking.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_569d05b044,CENTRE D'EXPERTISE MARIE-VINCENT,Medical,Medical; Domestic Violence & Safety; Youth & Family; Education & Literacy; Government Services,"4100 Molson Street, 4rd floor, Rosemont—La Petite-Patrie, Montréal, QC, H1Y 3N1",,,0,,,,"1
514 285-0505",marie-vincent.org/en,info@marie-vincent.org,"Monday to Thursday 8h30 to 18h00, Friday 8h30 to 17h00","Prevention of sexual violence against children and adolescents.* Support to children and adolescents who are victims of sexual violence and their parents: police interview, medical examination, needs assessment, psychosocial treatment. (Collaboration with medical partners, police, CAVAC)* Awareness among children, parents and counsellors in community, school or health sectors.* Training for counsellors: conferences, webinars.* Specialized clinical services for children showing problematic sexual behaviors.",211,,0,0,All,Under 25
SVC_fccbcd8d6b,CENTRE D'HÉBERGEMENT ARMAND-LAVERGNE,Shelter,Shelter; Seniors,"3500 Chapleau Street, Le Plateau-Mont-Royal, Montréal, QC, H2K 4N3",45.535701,-73.563475,1,exact,A010,Le Plateau-Mont-Royal,514 527-8921,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-armand-lavergne,,,Public care centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_f4dced97,0,0,All,65+
SVC_cd3c98b91d,CENTRE D'HÉBERGEMENT CAMILLE-LEFEBVRE,Shelter,Shelter; Community & Advocacy,"637, 13e Avenue",45.4412,-73.676598,1,exact,A008,Lachine,,,,,,community_services,CTR_ce70012b,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_202e34eea7,CENTRE D'HÉBERGEMENT CHAMPLAIN,Shelter,Shelter; Seniors,"1325 Crawford Street, Verdun, Montréal, QC, H4H 2N6",45.439088,-73.586857,1,exact,A006,Verdun,514 766-8513,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-champlain,,,Public care centre for seniors and people with a loss of autonomy.* Housing and long term care.* Day centre.,211; community_services,CTR_9e462de4,0,0,All,65+
SVC_10f240476f,CENTRE D'HÉBERGEMENT DE DORVAL,Shelter,Shelter; Seniors,"225 de La Présentation Avenue, Dorval, Montréal, QC, H9S 3L7",45.441985,-73.735897,1,exact,,,514 631-9094,www.ciusss-ouestmtl.gouv.qc.ca/en/facilities/chsld/centre-dhebergement-de-dorval,,,Public care centre for seniors and people with a loss of autonomy.* Housing and long term cares. 2859,211,,0,0,All,65+
SVC_a825665697,CENTRE D'HÉBERGEMENT DE LACHINE,Shelter,Shelter; Medical; Seniors,"650 d'Accueil Place, Lachine, Montréal, QC, H8S 3Z5",45.440518,-73.689946,1,exact,A008,Lachine,514 634-7161,www.ciusss-ouestmtl.gouv.qc.ca/en/facilities/chsld/centre-dhebergement-de-lachine,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.* Day centre with therapeutic services for seniors living at home.,211,,0,0,All,65+
SVC_cd386a7c60,CENTRE D'HÉBERGEMENT DE LASALLE,Shelter,Shelter; Seniors,"8686 Centrale Street, LaSalle, Montréal, QC, H8P 3N4",45.416332,-73.620498,1,exact,,,514 364-6700,www.ciusss-ouestmtl.gouv.qc.ca/en/facilities/chsld/centre-dhebergement-de-lasalle,,,Public care centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_22fbb6f9,0,0,All,65+
SVC_4e3ba46b02,CENTRE D'HÉBERGEMENT DE SAINT-HENRI,Shelter,Shelter; Medical; Seniors,"5205 Notre-Dame Street West, Le Sud-Ouest, Montréal, QC, H4C 3L2",45.469653,-73.594136,1,exact,A011,Le Sud-Ouest,514 931-0851,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-de-saint-henri,,,Public care centre for seniors and people with a loss of autonomy.* Housing and long term care.* Day centre offering therapeutic services to maintain the autonomy of seniors living at home.,211; community_services,CTR_52269cb0,0,0,All,65+
SVC_0bcd173e84,CENTRE D'HÉBERGEMENT DE VERDUN,Shelter,Shelter; Medical; Seniors,"5500 LaSalle Boulevard, Verdun, Montréal, QC, H4H 1N9",45.452296,-73.566088,1,exact,A006,Verdun,514 769-8801,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-de-verdun,,,Public care centre for seniors and people with a loss of autonomy.* Housing and long term care.* Day centre with therapeutic services for seniors living at home.,211; community_services,CTR_43c3a885,0,0,All,65+
SVC_1b8805463d,CENTRE D'HÉBERGEMENT DENIS-BENJAMIN-VIGER,Shelter,Shelter; Seniors,"3292 Cherrier Street, L'Île-Bizard—Sainte-Geneviève, Montréal, QC, H9C 1E4",45.489562,-73.872757,1,exact,,,514 620-6310,www.ciusss-ouestmtl.gouv.qc.ca/installations/chsld/centre-dhebergement-denis-benjamin-viger 2860,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211,,0,0,All,65+
SVC_1c41f71dc6,CENTRE D'HÉBERGEMENT DES SEIGNEURS,Shelter,Shelter; Seniors,"1800 Saint-Jacques Street, Le Sud-Ouest, Montréal, QC, H3J 2R5",45.489352,-73.571011,1,exact,A011,Le Sud-Ouest,514 935-4681,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-des-seigneurs,,,Public care centre for seniors and people with a loss of autonomy.* Housing and long term care.,211,,0,0,All,65+
SVC_fa6a1dc2a4,CENTRE D'HÉBERGEMENT DU MANOIR-DE-L'ÂGE-D'OR,Shelter,Shelter; Seniors,"3430 Jeanne-Mance Street, Le Plateau-Mont-Royal, Montréal, QC, H2X 2J9",45.511298,-73.565779,1,approximate,,,514 842-1147,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-du-manoir-de-lage-dor,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211,,0,0,All,65+
SVC_5ca4f8d8e6,CENTRE D'HÉBERGEMENT ERNEST-ROUTHIER,Shelter,Shelter; Seniors,"2110 Wolfe Street, Ville-Marie, Montréal, QC, H2L 4V4",45.521245,-73.564306,1,exact,,,514 842-7180,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-ernest-routhier,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_368ee94b,0,0,All,65+
SVC_10bf7bee14,CENTRE D'HÉBERGEMENT ET DE SERVICES AMBULATOIRES CHAMPLAIN,Shelter,Shelter; Community & Advocacy,"1325, rue Crawford",45.438801,-73.5868,1,exact,A006,Verdun,,,,,,community_services,CTR_77f18e5d,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_47b4a85b36,CENTRE D'HÉBERGEMENT J.-HENRI CHARBONNEAU,Shelter,Shelter; Seniors,"3095 Sherbrooke Street East, Rosemont—La Petite-Patrie, Montréal, QC, H1W 1B2",45.542702,-73.5588,1,exact,,,514 523-1173,ciusss-estmtl.gouv.qc.ca/etablissement/centre-dhebergement-j-henri-charbonneau,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care. 2861,211; community_services,CTR_08e9aed4,0,0,All,65+
SVC_9dcb0f4189,CENTRE D'HÉBERGEMENT JEAN-DE LA LANDE,Shelter,Shelter; Seniors,"4255 Papineau Avenue, Le Plateau-Mont-Royal, Montréal, QC, H2H 2P6",45.531274,-73.569904,1,exact,A010,Le Plateau-Mont-Royal,514 526-4981,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-jean-de-la-lande,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_a5ba62c7,0,0,All,65+
SVC_ed9b19d4a0,CENTRE D'HÉBERGEMENT LA TRAVERSE,Shelter,Shelter; Food; Medical; Immigration & Newcomers; Material Aid,"9000 7th Avenue, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H1Z 2V6",45.537104,-73.625126,1,approximate,A001,Villeray-Saint-Michel-Parc-Extension,514 382 4999,www.centreslatraverse.org,latraverse@mail.com,Monday to Friday 9h00 to 17h00,"Shelter for newcomers.* Listening and support.* Amenities included: meals, community kitchen, laundry room, Internet access, clothing.* On-site services: help filling out forms, nurse.* On-site donation collection.",211,,0,1,All,Under 25; 25-44; 45-64; 65+
SVC_bb878d9b41,CENTRE D'HÉBERGEMENT LOUIS-RIEL,Shelter,Shelter; Seniors,"2120 Augustin-Cantin Street, Le Sud-Ouest, Montréal, QC, H3K 3G3",45.482061,-73.566157,1,exact,A011,Le Sud-Ouest,514 931-2263,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-louis-riel,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_3583df67,0,0,All,65+
SVC_f18837739a,CENTRE D'HÉBERGEMENT NAZAIRE-PICHÉ,Shelter,Shelter; Seniors,"150 15th Avenue, Lachine, Montréal, QC, H8S 3L9",45.433937,-73.676955,1,exact,A008,Lachine,514 637-2326,www.ciusss-ouestmtl.gouv.qc.ca/en/facilities/chsld/centre-dhebergement-nazaire-piche,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_ec838803,0,0,All,65+
SVC_43488aac18,CENTRE D'HÉBERGEMENT NOTRE-DAME-DE-LA-MERCI,Shelter,Shelter; Medical; Seniors,"555 Gouin Boulevard West, Ahuntsic-Cartierville, Montréal, QC, H3L 1K5",45.547786,-73.687331,1,exact,A007,Ahuntsic-Cartierville,514 331-3020,www.ciusssnordmtl.ca/installations/chsld/centre-dhebergement-notre-dame-de-la-merci,,information centre: 8h00 to 18h00,Public housing centre for seniors and people with significant loss of autonomy.* Housing and long term care.* Palliative and end-of-life care unit.* Unit for individuals with wandering tendencies and a risk of running away.* Users committee: website,211; community_services,CTR_82741c1a,0,0,All,65+
SVC_da41b9da52,CENTRE D'HÉBERGEMENT PAUL-BRUCHÉSI,Shelter,Shelter; Seniors,"2225 Rachel Street East, Le Plateau-Mont-Royal, Montréal, QC, H2H 1R4",45.534495,-73.566168,1,exact,A010,Le Plateau-Mont-Royal,514 526-4981,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-paul-bruchesi,,,Public care centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_0d1c2688,0,0,All,65+
SVC_97f2b2a4a1,CENTRE D'HÉBERGEMENT PAUL-ÉMILE-LÉGER,Shelter,Shelter; Seniors,"66 René-Lévesque Boulevard East, Ville-Marie, Montréal, QC, H2X 1N3",45.509333,-73.560028,1,exact,,,514 861-9331,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-paul-emile-leger,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_734b7300,0,0,All,65+
SVC_f8e8e6c5c2,CENTRE D'HÉBERGEMENT RÉAL-MOREL,Shelter,Shelter; Seniors,"3500 Wellington Street, Verdun, Montréal, QC, H4G 1T3",45.468621,-73.56493,1,exact,A006,Verdun,514 761-5874,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-real-morel,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_3ee68680,0,0,All,65+
SVC_5578333db4,CENTRE D'HÉBERGEMENT YVON-BRUNET,Shelter,Shelter; Seniors,"6250 Newman Avenue, Le Sud-Ouest, Montréal, QC, H4E 4K4",45.453884,-73.603568,1,exact,A011,Le Sud-Ouest,514 765-8000,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-yvon-brunet,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.,211; community_services,CTR_e898cdf2,0,0,All,65+
SVC_bfc0c448e8,CENTRE D'HÉBERGEMENT ÉMILIE-GAMELIN,Shelter,Shelter; Medical; Seniors,"1440 Dufresne Street, Ville-Marie, Montréal, QC, H2K 3J3",45.52843,-73.54824,1,exact,,,514 527-8921,ciusss-centresudmtl.gouv.qc.ca/etablissement/centre-dhebergement-emilie-gamelin,,,Public housing centre for seniors and people with a loss of autonomy.* Housing and long term care.* Day centre with therapeutic services for seniors living at home.,211; community_services,CTR_f432f544,0,0,All,65+
SVC_2556339563,CENTRE D'INFORMATION POUR ESPAGNOLS,Food,Food; Community & Advocacy,"1420 Bélanger Street East, Rosemont—La Petite-Patrie, Montréal, QC, H2G 1A4",45.550747,-73.58229,1,approximate,,,514 843-4113,www.misionsantateresadeavila.org,adm.msta@gmail.com,"Tuesday to Friday 10h00 to 12h00 and 13h00 to 16h30, food assistance: Wednesday 9h00 to 11h00","* Food and equipment assistance.* Information and referral.* Classes: computer, embroidery and crafts.* Group activities: outings and trips.* Coffee chats.* Christmas baskets for people already benefiting from the food assistance service.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
