directory_id,org_name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,phone,website,email,coverage_area,hours,services,source_name,source_url,last_checked_date
DIR_7f838d819f,CENTRE D'ÉCOLOGIE URBAINE,Other,Other,"5333 Casgrain Avenue, Suite 701, Le Plateau-Mont-Royal, Montréal, QC, H2T 1X3",45.525987,-73.595121,1,exact,514 282-8378,www.ecologieurbaine.net,info@ecologieurbaine.net,Province of Québec,Monday to Friday 9h00 to 17h00,"Improving practices and policies to create eco-friendly cities.* Designing, leading and carrying out projects, initiatives and activities.* Data collection, analysis and formulation of recommendations.* Advice, support and development of urban practices.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_6dae7a54c1,CENTRE D'ÉCOUTE ET D'INTERPRÉTATION DES NOUVELLES RECHERCHES DU CROIRE,Other,Other,"2375 de la Côte-Sainte-Catherine Road, Suite 5041, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC,",45.505418,-73.55745,1,approximate,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_68d13b9b7b,CENTRE D'ÉCOUTE ET DE RÉFÉRENCE HALTE AMI,Medical,Medical; Immigration & Newcomers; Community & Advocacy,"1265 Berri Street, 4th floor, Suite 400, Ville-Marie, Montréal, QC, H2L 4X4",45.503182,-73.569806,1,approximate,438 796-8701,halte-ami.ca,centre_ecoute@halte-ami.ca,Greater Montréal,Monday to Friday 9h00 to 17h00,"Listening, referral, reception and integration services for immigrants.* Anonymous and confidential listening in person or by phone.* Psychosocial prevention and awareness activities on various issues.* Helping newcomers integrate: French conversation workshops, intercultural roundtables, support in managing daily life and support groups.* Language pairing between two people.* Volunteer and internship opportunities.* Administration of oath.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_3030a2fb42,CENTRE D'ÉCOUTE ET DE RÉFÉRENCE MULTI-ÉCOUTE,Food,Food; Medical; Translation; Immigration & Newcomers; Employment & Income; Community & Advocacy; Recreation & Culture,"3600 Barclay Avenue, Suite 460, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3S 1K5",45.502645,-73.635397,1,exact,514 378-3430,multiecoute.org,direction@multiecoute.org,Greater Montréal,"active listening by phone and online: 24 hours / 7 days, by appointment: Monday to Friday 9h00 to 17h00, holiday schedule: closed from end of December to the start of January (the emergency listening line remains open 24 hours / 7 days)","* Anonymous and confidential active listening over the phone or in person.* Psychosocial follow-up, short or medium term offered in the mother tongue of the person needing follow-up.* Information and referral.* Assistance with filling out general forms and those related to immigration.* Assistance for immigrants' integration.* French and English classes and conversation workshops for immigrants.* Translation and certification of documents.* Social and cultural activities.* Christmas baskets.* Tax clinic.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_f92d6c65df,CENTRE D'ÉCOUTE LE HAVRE,Community & Advocacy,Community & Advocacy,"1260 Sainte-Catherine Street East, Suite 209, Ville-Marie, Montréal, QC, H2L 2H2",45.519005,-73.55592,1,exact,514 982-0333,centredecoutelehavre.org,le.havre@videotron.ca 2641,Greater Montréal and Province of Québec,Monday to Friday 9h00 to 17h00,"* Confidential telephone and in-person listening, provided by volunteers with an active listening training.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_d0b5087f8b,CENTRE D'ÉDUCATION DES ADULTES DE LASALLE - ÉDIFICE BOILEAU,Medical,Medical; Education & Literacy,"1625 Saint-Antoine Street, Lachine, Montréal, QC, H8S 1T8",45.433678,-73.683749,1,approximate,514 855-4500,lasalle.centrecsmb.com,info.boileau@csmb.qc.ca,Grand Montréal,"5 hours a day, 5 days a week from 8h30 to 14h30","Adult Education Center.* Social Participation Program: developing skills of communication, cooperation, methodical approach, creativity, critical thinking, self-care and care for others.* Specific Skills Development Program: developing psychomotor, expressive, relational, and cognitive skills.* Program duration: 3 to 5 years, with classroom and practical learning.* Group and individual internships.* Educational outings, outdoor activities.* Various activities and workshops: art, music, cooking, etc.* Psychosocial support.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_7a0ff2fc7c,CENTRE D'ÉDUCATION ET D'ACTION DES FEMMES,Legal,Legal; Youth & Family; Gender & LGBTQ+; Community & Advocacy,"2422 De Maisonneuve Boulevard East, Ville-Marie, Montréal, QC, H2K 2E9",45.50108,-73.568126,1,approximate,514 524-3901,ceaf-montreal.qc.ca,info@ceaf-montreal.qc.ca,Montréal Island,"Monday, Wednesday and Thursday 9h00 to 17h00, soup lunches: Wednesday","* Welcome, listening and referrals.* Drop-in daycare during activities.* Local and feminist action committees.* Training on street harassment.* Soup lunches.* Self-defence courses.* Meeting place and safe space.* Outings, actions and special events: International Women's Rights Day, 12 Days of Action to End Violence against Women, Québec Women's Centres Week of Action, etc.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_4e6d0d4c57,CENTRE DANTE,Other,Other,"6887 Chatelain Street, Rosemont—La Petite-Patrie, Montréal, QC, H1T 3X7",45.550747,-73.58229,1,approximate,514 252-1535,ciusss-estmtl.gouv.qc.ca/etablissement/chsld-dante,,Montréal,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_34a2f423da,CENTRE DE BIENFAISANCE MONT-SINAI,Food,Food,"9570 Maurice-Duplessis Boulevard, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1E 1N2",45.649758,-73.562749,1,exact,438 923-1207,,,Rivière-des-Prairies,"September to October, Wednesday 12h30 to 18h00",* Food assistance.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_fde561aacb,CENTRE DE BÉNÉVOLAT DE VILLE MONT-ROYAL,Community & Advocacy,Community & Advocacy,"1385 Athlone Road, Mont-Royal, Montréal, QC, H3R 3G2",45.508588,-73.589711,1,exact,514 739-9000,vmr-benevoles-tmr.com,benevoles.vmr@gmail.com,Town of Mount Royal,Monday to Friday 8h30 to 12h30,* Friendly visits.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_3773164676,CENTRE DE BÉNÉVOLAT DE VILLE MONT-ROYAL - ACCOMPANIMENT-TRANSPORTATION,Community & Advocacy,Medical; Community & Advocacy,"1385 Athlone Road, Mont-Royal, Montréal, QC, H3R 3G2",45.508588,-73.589711,1,exact,514 739-9000,vmr-benevoles-tmr.com/welcome,benevoles.vmr@gmail.com,Town of Mont-Royal,"Monday to Thursday 8h30 to 12h30, Friday 9h00 to 13h00",* Medical accompaniment and transportation by volunteers.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_4c0c50a12e,CENTRE DE BÉNÉVOLAT NOTRE-DAME-DE-GRÂCE - ACCOMPANIMENT,Community & Advocacy,Community & Advocacy,,,,0,,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_2089272802,CENTRE DE BÉNÉVOLAT NOTRE-DAME-DE-GRÂCE - ACCOMPANIMENT-TRANSPORTATION,Community & Advocacy,Medical; Community & Advocacy,"4455 Benny Street, Suite 100, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H4B 2S2",45.538564,-73.658317,1,approximate,514 489-0588,,cbndg5319@gmail.com,"Côte-Saint-Luc, Montréal West, Notre-Dame-de-Grâce","Monday to Friday 9h30 to 16h30, closed in August",* Transportation and accompaniment for medical appointment and for occasional shopping by volunteers.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_22f9f5b6ed,CENTRE DE BÉNÉVOLAT SARPAD - CÔTE-DES-NEIGES,Community & Advocacy,Food; Medical; Employment & Income; Seniors; Community & Advocacy,"6555 de la Côte-des-Neiges Road, Suite 442, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3S 2A6",45.50235,-73.635088,1,approximate,514 737-2454,sarpad.com/en,sarpadcdn@sarpad.com,Côte-des-Neiges,"Monday to Thursday 9h00 to 17h00, Friday 9h00 to 16h30",Accompaniment and respite for seniors.* Friendly visits.* Friendly phone calls.* Group grocery shopping.* Assistance with errands.* Medical transportation and accompaniment by volunteers.* Accompaniment for errands and for walks in the neighbourhood.* Tax clinics.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_6723465091,CENTRE DE BÉNÉVOLAT SARPAD - CÔTE-DES-NEIGES - ACCOMPANIMENT,Community & Advocacy,Medical; Community & Advocacy,"6555 de la Côte-des-Neiges Road, Suite 442, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3S 2A6",45.50235,-73.635088,1,approximate,514 737-2454,sarpad.com/en,sarpadcdn@sarpad.com,"between Jean-Talon at the North, Côte-Saint-Luc at the South, Décarie at the West and de Vimy at the East (H2S H3T H3S H3W H3V), appointments: Montréal Island only 2824","office: Monday to Thursday 9h00 to 12h00 and 13h00 to 17h00, Friday 9h00 to 17h00",* Transportation and accompaniment to medical appointments by volunteers.* Accompaniment for errands.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_b6357664a9,CENTRE DE BÉNÉVOLAT SARPAD - CÔTE-DES-NEIGES - GROCERIES ASSISTANCE,Community & Advocacy,Seniors; Community & Advocacy,"6555 de la Côte-des-Neiges Road, Suite 442, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3S 2A6",45.50235,-73.635088,1,approximate,514 737-2454,sarpad.com/en,sarpadcdn@sarpad.com,"Côte-des-Neiges, Outremont",variable,"Assistance with errands for seniors who are isolated, with a loss of autonomy or confined.* Assistance with groceries and pharmacy.* Regular at-home delivery.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_c386b86214,CENTRE DE BÉNÉVOLAT SARPAD - OUTREMONT,Community & Advocacy,Medical; Community & Advocacy,"999 McEachran Avenue, Suite 136.8, Outremont, Montréal, QC, H2V 3E6",45.519944,-73.619301,1,exact,514 737-2454,sarpad.com/en/,sarpadou@sarpad.com,Outremont,Monday to Thursday 9h00 to 17h00,Friendly home visits.* Walks in the neighbourhood.* Phone calls.* Accompaniment and medical transport.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_ccf8f790e3,CENTRE DE BÉNÉVOLAT SARPAD - OUTREMONT - ACCOMPANIMENT,Community & Advocacy,Medical; Community & Advocacy,"999 McEachran Avenue, Suite 136.8, Outremont, Montréal, QC, H2V 3E6",45.519944,-73.619301,1,exact,514 271-8869,sarpad.com/en,sarpadou@sarpad.com,Outremont,Monday to Friday 9h00 to 17h00,* Accompaniment to medical appointments and for errands by volunteers.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_4d8ee884c8,CENTRE DE BÉNÉVOLES AHUNTSIC-SUD,Community & Advocacy,Food; Community & Advocacy; Recreation & Culture,"9286 Berri Street, Ahuntsic-Cartierville, Montréal, QC, H2M 1P9",45.541862,-73.680319,1,approximate,514 388-0775,www.cbas.ca,src@cbas.ca,"Ahuntsic South: bounded by Port-Royal Street to the North, Crémazie Boulevard to the South, Papineau Avenue to the East and Meilleur Street to the West",Monday to Friday 9h30 to 16h30,* Meals on wheels.* Artistic and cultural workshops.* Accompaniment-transportation.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_3e6e6a26bc,CENTRE DE BÉNÉVOLES AHUNTSIC-SUD - ACCOMPANIMENT-TRANSPORTATION,Community & Advocacy,Medical; Community & Advocacy,"9286 Berri Street, Ahuntsic-Cartierville, Montréal, QC, H2M 1P9",45.541862,-73.680319,1,approximate,514 388-0775,www.cbas.ca/services-et-activites/accompagnement-transport-medical,direction@cbas.ca,"Ahuntsic, appointments: Maisonneuve-Rosemont, Sacré-Coeur, CHUM hospitals","appointments: Monday to Friday 7h00 to 18h00, office: Monday to Friday 9h30 to 16h30",* Accompaniment-transportation for medical appointments.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_5693c12a50,CENTRE DE CRISE L'AUTRE MAISON - MONTRÉAL SOUTH WEST CRISIS INTERVENTION,Other,Other,,,,0,,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_3ca7c48d59,CENTRE DE CRISE LE TRANSIT,Medical,Medical,Confidential Address,,,0,,514 282-7753,letransit.ca/en,,"areas covered by the following CLSCs: Plateau Mont-Royal, Villeray, Saint-Louis du Parc, Saint-Michel, Petite Patrie, Les Faubourgs",24 hours / 7 days,"Crisis intervention and assessment, crisis monitoring and follow-up after the crisis.* Intervention on crisis site.* Support to organizations and counsellors.* 24-hour crisis line.* Short-term accommodation centre.* Psychosocial assessment.* Follow-up in the community and in the centre.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_705d08aedf,CENTRE DE CRISE ÉMILE-NELLIGAN,Shelter,Shelter,Confidential Address,,,0,,514 351-6661,https://extranetcemtl.cemtl.rtss.qc.ca/soins-et-services/sante-mentale-dependance-et- itinerance/acces-aux-services/services-dintervention-de-crise,,"Anjou, Mercier-Est, Montréal-Est, Rivière-des-Prairies, Pointe-aux-Trembles, Saint-Léonard, Saint-Michel, Mercier-Hochelaga-Maisonneuve, Rosemont",24 hours / 7 days,Crisis intervention outside of treatment teams' regular hours.* Urgent phone intervention.* Temporary shelter.* Counselling and support.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_ad39fcc28b,CENTRE DE FORMATION JEAN-PAUL-LEMAY,Legal,Legal; Immigration & Newcomers; Youth & Family; Education & Literacy,"3735 Monselet Street, Montréal-Nord, Montréal, QC, H1H 2B3",45.593899,-73.637606,1,approximate,514 326-6868,centrejeanpaullemay.org,direction@centrejeanpaullemay.org,"in-person classes: Montréal, online classes: Province of Québec",Monday to Friday 9h30 to 21h30,"Educational and cultural development for young people and adults.* School retention and prevention of school and social drop-out.* Academic refreshment: socio-professional integration program aimed at obtaining a high school diploma equivalence.* Support in obtaining secondary 5 equivalence (TENS, TDG, GED, etc.).* Liaison with organizations offering services in immigration, employability, legal aid, youth assistance, parenting assistance, etc.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_b11d04908a,CENTRE DE FORMATION POPULAIRE,Other,Other,"5887 Papineau Avenue, Suite A, Rosemont—La Petite-Patrie, Montréal, QC, H2G 2W5",45.540601,-73.59079,1,exact,514 842-2548,lecfp.qc.ca,info@lecfp.qc.ca,Province of Québec,Monday to Thursday 9h00 to 17h00,"* Training: history of the popular movement, associative and democratic life, role and responsibilities of the Board, meeting facilitation, strategic reflection, assessment of results, negotiation skills, activity reports, general rules.* Support-advice and accompaniment.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_28f7ee52de,CENTRE DE FORMATION SOCIALE MARIE-GÉRIN-LAJOIE,Other,Other,"500, Mont-Royal East Avenue, Le Plateau-Mont-Royal, Montréal, QC, H2J 1W5",45.504349,-73.557606,1,exact,514 276-4853,www.centremgl.org,info@centremgl.org,Greater Montréal,"Monday, Tuesday and Thursday 8h30 to 16h30",Violence prevention in living and work environments.* Non-violent communication and conflict management training.* Conflict resolution.* Creation of meeting spaces to encourage dialogue.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_a541d0a7e2,CENTRE DE JOUR BERTHIAUME-DU TREMBLAY,Food,Food; Medical; Seniors,"1635 Gouin Boulevard East, Ahuntsic-Cartierville, Montréal, QC, H2C 1C2",45.541862,-73.680319,1,approximate,514 381-1841,residence-berthiaume-du-tremblay.com,cdj.rbdt@ssss.gouv.qc.ca,Ahuntsic,Monday to Friday 8h00 to 16h00,"Therapeutic and preventive activities programs for seniors.* Assessment of needs and development of an individualized intervention plan.* Various activities: physical exercises, memory stimulation, manual activities, therapeutic games, conferences, socialization activities, intergenerational activities, etc.* Support group, individual consultations, training workshops, respite service and conferences for caregivers.* Transportation back and forth to the centre.* Meals.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_90771e26a0,CENTRE DE JOUR L'ÉCHELON,Food,Food; Recreation & Culture,"516 Georges-V Avenue East, Montréal-Est, Montréal, QC, H1L 3T6",45.63098,-73.497744,1,exact,514 351-0836,www.maisonechelon.ca,cdj@maisonechelon.ca,Montréal Island 506,Monday to Friday 10h00 to 21h00,"* Computer lab.* Weekly community meal.* Collective kitchen.* Personal growth workshop, relaxation and yoga.* Support group for voice hearers.* Coffee-meetings.* Art workshops.* Group and individual sports.* Pool league.* Room rental.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
