visit_group_id,center_id,period_start,period_end,key_need,k_anon_count,severity,population_group,language_need_flag,settlement_need_flag,indigenous_specific_need_flag
VG_001350,CTR_650799a4,2026-04-01,2026-06-30,Settlement Navigation,26,medium,immigrant_newcomer,True,True,False
VG_001351,CTR_3022a534,2026-04-01,2026-06-30,Employment,76,low,general,False,False,False
VG_001352,CTR_3022a534,2026-04-01,2026-06-30,General Support,22,low,general,False,False,False
VG_001353,CTR_dae06464,2026-04-01,2026-06-30,Housing & Shelter,11,medium,,False,False,False
VG_001354,CTR_dae06464,2026-04-01,2026-06-30,Mental Health,10,high,general,False,False,False
VG_001355,CTR_5124ebd5,2026-04-01,2026-06-30,Employment,16,low,general,False,False,False
VG_001356,CTR_493350cf,2026-04-01,2026-06-30,Employment,12,low,,False,False,False
VG_001357,CTR_7f09a935,2026-04-01,2026-06-30,Employment,16,medium,,False,False,False
VG_001358,CTR_7f09a935,2026-04-01,2026-06-30,Legal Aid,103,high,,False,False,False
VG_001359,CTR_e491bc14,2026-04-01,2026-06-30,Language Access,61,low,immigrant_newcomer,True,True,False
VG_001360,CTR_e224275a,2026-04-01,2026-06-30,Food Support,14,medium,,False,False,False
VG_001361,CTR_e224275a,2026-04-01,2026-06-30,Legal Aid,18,low,,False,False,False
VG_001362,CTR_e224275a,2026-04-01,2026-06-30,Employment,15,medium,general,False,False,False
VG_001363,CTR_c33bdc88,2026-04-01,2026-06-30,Settlement Navigation,65,medium,immigrant_newcomer,True,True,False
VG_001364,CTR_c33bdc88,2026-04-01,2026-06-30,Language Access,18,medium,general,True,False,False
VG_001365,CTR_ed014780,2026-04-01,2026-06-30,Language Access,48,medium,immigrant_newcomer,True,True,False
VG_001366,CTR_ed014780,2026-04-01,2026-06-30,General Support,12,medium,general,False,False,False
VG_001367,CTR_ed014780,2026-04-01,2026-06-30,Settlement Navigation,11,medium,immigrant_newcomer,True,True,False
VG_001368,CTR_a09aafe5,2026-04-01,2026-06-30,Housing & Shelter,43,high,general,False,False,False
VG_001369,CTR_5da04bb8,2026-04-01,2026-06-30,Mental Health,11,medium,,False,False,False
VG_001370,CTR_5da04bb8,2026-04-01,2026-06-30,Employment,26,medium,,False,False,False
VG_001371,CTR_f8352bff,2026-04-01,2026-06-30,Mental Health,29,low,immigrant_newcomer,True,True,False
VG_001372,CTR_f8352bff,2026-04-01,2026-06-30,General Support,10,low,,False,False,False
VG_001373,CTR_f8352bff,2026-04-01,2026-06-30,Settlement Navigation,16,low,general,False,True,False
VG_001374,CTR_61365511,2026-04-01,2026-06-30,Food Support,13,medium,immigrant_newcomer,True,True,False
VG_001375,CTR_61365511,2026-04-01,2026-06-30,General Support,14,low,general,False,False,False
VG_001376,CTR_be1174d3,2026-04-01,2026-06-30,Food Support,15,medium,general,False,False,False
VG_001377,CTR_58aea3e9,2026-04-01,2026-06-30,Food Support,16,medium,general,False,False,False
VG_001378,CTR_58aea3e9,2026-04-01,2026-06-30,Mental Health,17,low,general,False,False,False
VG_001379,CTR_58aea3e9,2026-04-01,2026-06-30,General Support,45,low,general,False,False,False
VG_001380,CTR_50a11b9e,2026-04-01,2026-06-30,General Support,14,high,general,False,False,False
VG_001381,CTR_ea919eac,2026-04-01,2026-06-30,Family Services,22,medium,immigrant_newcomer,True,True,False
VG_001382,CTR_ea919eac,2026-04-01,2026-06-30,General Support,16,medium,immigrant_newcomer,True,True,False
VG_001383,CTR_0e169b16,2026-04-01,2026-06-30,Mental Health,37,high,,False,False,False
VG_001384,CTR_0e169b16,2026-04-01,2026-06-30,Housing & Shelter,37,medium,general,False,False,False
VG_001385,CTR_a9c54984,2026-04-01,2026-06-30,Settlement Navigation,27,medium,immigrant_newcomer,True,True,False
VG_001386,CTR_a24b27d1,2026-04-01,2026-06-30,Employment,10,low,immigrant_newcomer,True,True,False
VG_001387,CTR_a24b27d1,2026-04-01,2026-06-30,Housing & Shelter,24,medium,immigrant_newcomer,True,True,False
VG_001388,CTR_043520c3,2026-04-01,2026-06-30,Mental Health,14,low,,False,False,False
VG_001389,CTR_043520c3,2026-04-01,2026-06-30,Settlement Navigation,18,high,general,False,True,False
VG_001390,CTR_043520c3,2026-04-01,2026-06-30,Employment,11,low,,False,False,False
VG_001391,CTR_8111b9d1,2026-04-01,2026-06-30,General Support,23,high,general,False,False,False
VG_001392,CTR_8111b9d1,2026-04-01,2026-06-30,Employment,13,medium,general,False,False,False
VG_001393,CTR_8111b9d1,2026-04-01,2026-06-30,Mental Health,24,high,general,False,False,False
VG_001394,CTR_0fe99696,2026-04-01,2026-06-30,Employment,12,medium,immigrant_newcomer,True,True,False
VG_001395,CTR_0fe99696,2026-04-01,2026-06-30,Mental Health,41,high,,False,False,False
VG_001396,CTR_03ef24e5,2026-04-01,2026-06-30,Employment,11,high,immigrant_newcomer,True,True,False
VG_001397,CTR_03ef24e5,2026-04-01,2026-06-30,General Support,9,high,,False,False,False
VG_001398,CTR_5f545d78,2026-04-01,2026-06-30,Settlement Navigation,28,low,general,False,True,False
VG_001399,CTR_5f545d78,2026-04-01,2026-06-30,General Support,20,low,general,False,False,False
VG_001400,CTR_604f9a49,2026-04-01,2026-06-30,Employment,12,medium,,False,False,False
VG_001401,CTR_604f9a49,2026-04-01,2026-06-30,Family Services,21,high,general,False,False,False
VG_001402,CTR_6e9b923c,2026-04-01,2026-06-30,Legal Aid,22,low,,False,False,False
VG_001403,CTR_e4d9021a,2026-04-01,2026-06-30,Housing & Shelter,29,medium,general,False,False,False
VG_001404,CTR_e4d9021a,2026-04-01,2026-06-30,Settlement Navigation,23,high,immigrant_newcomer,True,True,False
VG_001405,CTR_80816f1b,2026-04-01,2026-06-30,Family Services,8,high,,False,False,False
VG_001406,CTR_22e44caa,2026-04-01,2026-06-30,Housing & Shelter,12,high,,False,False,False
VG_001407,CTR_996ef211,2026-04-01,2026-06-30,Language Access,26,high,general,True,False,False
VG_001408,CTR_996ef211,2026-04-01,2026-06-30,Mental Health,11,high,,False,False,False
